EXOSC1	ENSG00000171311	CCDS81492, CCDS7459	uc001kni.4
EXOSC2	ENSG00000130713	CCDS65161, CCDS65160, CCDS6935	uc004bzu.4
EXOSC3	ENSG00000107371	CCDS35016, CCDS43805	uc004aal.4
EXOSC4	ENSG00000178896	CCDS6414	uc003zau.4
EXOSC5	ENSG00000077348	CCDS12580	uc002oqo.4
EXOSC6	ENSG00000223496	CCDS10887	uc002eym.2
EXOSC7	ENSG00000075914	CCDS2725	uc003coi.3
EXOSC8	ENSG00000120699	CCDS31958	uc001uwa.5
EXOSC9	ENSG00000123737	CCDS34057, CCDS3722	uc003iea.4
EXOSC10	ENSG00000171824	CCDS126, CCDS30584	uc001asb.4
EXPH5	ENSG00000110723	CCDS76473, CCDS8341	uc001pkk.3
EXT1	ENSG00000182197	CCDS6324	uc003yok.3
EXT2	ENSG00000151348	CCDS53619, CCDS7908	uc001mxz.4
EXTL1	ENSG00000158008	CCDS271	uc001blf.4
EXTL2	ENSG00000162694	CCDS72831, CCDS775	uc001dtl.3
EXTL3	ENSG00000012232	CCDS6070	uc003xgz.3
EYA1	ENSG00000104313	CCDS34906, CCDS34907, CCDS75750	uc003xyu.3
EYA2	ENSG00000064655	CCDS54471, CCDS13403	uc002xsm.3
EYA3	ENSG00000158161	CCDS60052, CCDS60051, CCDS60050, CCDS316	uc001bpi.3
EYA4	ENSG00000112319	CCDS5165, CCDS43506, CCDS75523, CCDS75521	uc011ecs.3
EYS	ENSG00000188107	CCDS47446, CCDS4967, CCDS47445, CCDS78156	uc011dxu.1
EZH1	ENSG00000108799	CCDS82130, CCDS32659, CCDS82129	uc002iaz.4
EZH2	ENSG00000106462	CCDS56516, CCDS56517, CCDS56518, CCDS5891, CCDS5892	uc003wfb.3
EZHIP	ENSG00000187690	CCDS78485	uc064zgx.1
EZR	ENSG00000092820	CCDS5258	uc003qru.5
F2	ENSG00000180210	CCDS31476	uc001ndf.5
F2R	ENSG00000181104	CCDS4032	uc003ken.5
F2RL1	ENSG00000164251	CCDS4033	uc003keo.4
F2RL2	ENSG00000164220	CCDS58959, CCDS4031	uc003kem.4
F2RL3	ENSG00000127533	CCDS12350	uc002nfa.4
F3	ENSG00000117525	CCDS750, CCDS53345	uc001dqr.4
F5	ENSG00000198734	CCDS1281	uc001ggg.2
F7	ENSG00000057593	CCDS73602, CCDS9528, CCDS9529	uc001vsv.5
F8	ENSG00000185010	CCDS44026, CCDS35457	uc004fmt.4
F8A1	ENSG00000277203	CCDS35459	uc004fmv.4
F8A2	ENSG00000274791	CCDS35462	uc004fni.4
F8A3	ENSG00000277150	CCDS35463	uc004fnj.4
F9	ENSG00000101981	CCDS14666, CCDS83495	uc004fas.2
F10	ENSG00000126218	CCDS81783, CCDS9530	uc001vsx.4
F11	ENSG00000088926	CCDS3847, CCDS87285	uc003iza.2
F11R	ENSG00000158769	CCDS86026, CCDS1213	uc009wtt.4
F12	ENSG00000131187	CCDS34302	uc003mgo.5
F13A1	ENSG00000124491	CCDS4496	uc003mwv.4
F13B	ENSG00000143278	CCDS1388	uc001gtt.1
FA2H	ENSG00000103089	CCDS10911	uc002fde.3
FAAH	ENSG00000117480	CCDS535	uc001cpu.3
FAAH2	ENSG00000165591	CCDS14375	uc004dvc.4
FAAP20	ENSG00000162585	CCDS72687, CCDS57965, CCDS38, CCDS72686	
FAAP24	ENSG00000131944	CCDS12426, CCDS74327	
FAAP100	ENSG00000185504	CCDS32765	
FABP1	ENSG00000163586	CCDS2001	uc002sst.3
FABP2	ENSG00000145384	CCDS3712	uc003icw.4
FABP3	ENSG00000121769	CCDS342	uc001bss.2
FABP4	ENSG00000170323	CCDS6230	uc003ycd.3
FABP5	ENSG00000164687	CCDS6228	uc003yca.3
FABP6	ENSG00000170231	CCDS4349, CCDS43393	uc003lya.2
FABP7	ENSG00000164434	CCDS5127, CCDS83121	uc003pzf.4
FABP12	ENSG00000197416	CCDS47882	uc011lfp.3
FADD	ENSG00000168040	CCDS8196	uc001opm.3
FADS1	ENSG00000149485	CCDS8011	uc010rlm.3
FADS2	ENSG00000134824	CCDS60807, CCDS8012, CCDS60808	uc001nsl.3
FADS3	ENSG00000221968	CCDS8013	uc001nsm.5
FADS6	ENSG00000172782	CCDS54163	uc060jrm.1
FAF1	ENSG00000185104	CCDS554	uc001cse.2
FAF2	ENSG00000113194	CCDS34296	uc003mej.4
FAH	ENSG00000103876	CCDS10314	uc021srz.2
FAHD1	ENSG00000180185	CCDS10448, CCDS45380, CCDS32367	uc002cnc.2
FAHD2A	ENSG00000115042	CCDS2014	uc002sut.2
FAHD2B	ENSG00000144199	CCDS2030	uc002sxm.4
FAIM	ENSG00000158234	CCDS33865, CCDS3103, CCDS33864	uc003esr.4
FAIM2	ENSG00000135472	CCDS8791	uc001rvj.3
FAM3A	ENSG00000071889	CCDS35453, CCDS55543, CCDS55542, CCDS87800, CCDS76060	uc004flw.4
FAM3B	ENSG00000183844	CCDS42930, CCDS13671	uc002yzb.2
FAM3C	ENSG00000196937	CCDS5782	uc003vjx.4
FAM3D	ENSG00000198643	CCDS2893	uc003dkq.4
FAM8A1	ENSG00000137414	CCDS4540	uc003ncc.4
FAM9A	ENSG00000183304	CCDS14131	uc004csg.4
FAM9B	ENSG00000177138	CCDS14132	uc064xxo.1
FAM9C	ENSG00000187268	CCDS35203	uc004cvh.3
FAM13A	ENSG00000138640	CCDS34029, CCDS43251, CCDS58911, CCDS58913, CCDS58912	uc003hse.3
FAM13B	ENSG00000031003	CCDS47270, CCDS4195, CCDS47269	uc003lbz.3
FAM13C	ENSG00000148541	CCDS7255, CCDS86096, CCDS31207, CCDS53538, CCDS44406	uc031wie.2
FAM20A	ENSG00000108950	CCDS11679	uc002jho.4
FAM20B	ENSG00000116199	CCDS1328	uc001gmc.4
FAM20C	ENSG00000177706	CCDS47522	uc003sip.4
FAM24A	ENSG00000203795	CCDS31304	uc001lgv.3
FAM24B	ENSG00000213185	CCDS31303	uc001lgt.4
FAM25A	ENSG00000188100	CCDS44451	uc010qmo.3
FAM25C	ENSG00000276430	CCDS76299	uc010qgj.3
FAM25G	ENSG00000189090	CCDS73124	uc010qge.4
FAM32A	ENSG00000105058	CCDS12341	uc002ndt.4
FAM43A	ENSG00000185112	CCDS33923	uc003fuj.4
FAM43B	ENSG00000183114	CCDS209	uc001bdj.4
FAM47A	ENSG00000185448	CCDS43926	uc004ddg.4
FAM47B	ENSG00000189132	CCDS14236	uc004ddi.3
FAM47C	ENSG00000198173	CCDS35227	uc004ddl.3
FAM47E	ENSG00000189157	CCDS47081, CCDS58907	uc003hjx.4
FAM50A	ENSG00000071859	CCDS14751	uc004fll.4
FAM50B	ENSG00000145945	CCDS4487	uc063lni.1
FAM53A	ENSG00000174137	CCDS33939, CCDS75091	uc021xkl.1
FAM53B	ENSG00000189319	CCDS7641	uc001lhv.2
FAM53C	ENSG00000120709	CCDS4204	uc003lcw.4
FAM71A	ENSG00000162771	CCDS1507	uc001hjk.4
FAM71B	ENSG00000170613	CCDS4335	uc003lwn.4
FAM71C	ENSG00000180219	CCDS9072	uc001tgn.4
FAM71D	ENSG00000172717	CCDS9778	uc001xja.2
FAM71E1	ENSG00000142530	CCDS33081, CCDS77337	uc002psh.4
FAM71F1	ENSG00000135248	CCDS5804, CCDS64763	uc003vno.3
FAM71F2	ENSG00000205085	CCDS47702, CCDS47701	uc003vnk.6
FAM72A	ENSG00000196550	CCDS73016, CCDS81420	uc001hdr.5
FAM72B	ENSG00000188610	CCDS72848, CCDS81362	uc031upy.2
FAM72C	ENSG00000263513	CCDS86008, CCDS72850	uc031uqs.2
FAM72D	ENSG00000215784	CCDS72855	uc031ury.2
FAM76A	ENSG00000009780	CCDS44094, CCDS309, CCDS44092, CCDS44093, CCDS44095	uc001boq.4
FAM76B	ENSG00000077458	CCDS81619, CCDS41700	uc001pfn.3
FAM78A	ENSG00000126882	CCDS6941	uc004cak.4
FAM78B	ENSG00000188859	CCDS30931	uc057mzx.1
FAM81A	ENSG00000157470	CCDS45269	uc002agc.3
FAM81B	ENSG00000153347	CCDS43341	uc003kla.2
FAM83A	ENSG00000147689	CCDS75784, CCDS6340, CCDS6339	uc003ypv.5
FAM83B	ENSG00000168143	CCDS34479	uc003pck.5
FAM83C	ENSG00000125998	CCDS13251	uc021wck.2
FAM83D	ENSG00000101447	CCDS42872	uc061wzh.1
FAM83E	ENSG00000105523	CCDS42587	uc002pjn.3
FAM83F	ENSG00000133477	CCDS14000	uc021wqa.2
FAM83G	ENSG00000188522	CCDS42276	uc002guw.4
FAM83H	ENSG00000180921	CCDS6410	uc064rej.1
FAM86B1	ENSG00000186523	CCDS59512	uc010lse.4
FAM86B2	ENSG00000145002	CCDS59092	uc003wvt.5
FAM86C1P	ENSG00000158483	CCDS8202, CCDS41686, CCDS44664	uc001oqw.5
FAM89A	ENSG00000182118	CCDS1590	uc001hui.3
FAM89B	ENSG00000176973	CCDS44648, CCDS8105, CCDS53662	uc001oem.2
FAM90A1	ENSG00000171847	CCDS31738	uc001qui.3
FAM90A26	ENSG00000229924	CCDS87208	uc062vco.1
FAM91A1	ENSG00000176853	CCDS83322, CCDS6346	uc003yqv.4
FAM98A	ENSG00000119812	CCDS33179	uc002rpa.2
FAM98B	ENSG00000171262	CCDS10047	uc001zkc.4
FAM98C	ENSG00000130244	CCDS86763, CCDS42562	uc002oin.2
FAM102A	ENSG00000167106	CCDS6888, CCDS35150	uc004bsx.3
FAM102B	ENSG00000162636	CCDS30786	uc010ouy.3
FAM104A	ENSG00000133193	CCDS74143, CCDS11693, CCDS45766, CCDS74144	uc002jji.5
FAM104B	ENSG00000182518	CCDS55423, CCDS55424, CCDS55425, CCDS55426, CCDS35305, CCDS55422	uc004duh.3
FAM107A	ENSG00000168309	CCDS63672, CCDS63673, CCDS2892	uc003dkm.5
FAM107B	ENSG00000065809	CCDS7102, CCDS60486	uc001imz.3
FAM110A	ENSG00000125898	CCDS13008	uc002wef.3
FAM110B	ENSG00000169122	CCDS6170	uc003xtj.2
FAM110C	ENSG00000184731	CCDS42645	uc010yim.3
FAM110D	ENSG00000197245	CCDS41285	uc001blk.4
FAM111A	ENSG00000166801	CCDS7973	uc001nno.4
FAM111B	ENSG00000189057	CCDS7972, CCDS44611	uc001nnl.5
FAM114A1	ENSG00000197712	CCDS82916, CCDS3447	uc003gtn.4
FAM114A2	ENSG00000055147	CCDS83036, CCDS4323	uc003lvc.5
FAM117A	ENSG00000121104	CCDS11553	uc002ipk.4
FAM117B	ENSG00000138439	CCDS33362	uc010zhx.3
FAM118A	ENSG00000100376	CCDS14065	uc003bfz.5
FAM118B	ENSG00000197798	CCDS8470, CCDS81647	uc001qdf.4
FAM120A	ENSG00000048828	CCDS6706, CCDS75859	uc004atw.5
FAM120AOS	ENSG00000188938	CCDS6705, CCDS83385	uc004atu.5
FAM120B	ENSG00000112584	CCDS69243, CCDS78200, CCDS75555, CCDS5314	uc003qxp.5
FAM120C	ENSG00000184083	CCDS14356, CCDS75987, CCDS55421	uc004dsz.5
FAM124A	ENSG00000150510	CCDS81767, CCDS55900, CCDS9427	uc001vff.3
FAM124B	ENSG00000124019	CCDS46527, CCDS2461	uc002vnx.4
FAM126A	ENSG00000122591	CCDS87486, CCDS5377	uc003svm.5
FAM126B	ENSG00000155744	CCDS2335	uc002uws.4
FAM131A	ENSG00000175182	CCDS3262, CCDS54689	uc003foe.4
FAM131B	ENSG00000159784	CCDS5882, CCDS47734	uc064ivp.1
FAM131C	ENSG00000185519	CCDS41270	uc001axz.5
FAM133A	ENSG00000179083	CCDS14466	uc022bzw.1
FAM133B	ENSG00000234545	CCDS47640, CCDS47641	uc003umc.5
FAM135A	ENSG00000082269	CCDS34481, CCDS55028, CCDS47448, CCDS83104	uc003pfh.4
FAM135B	ENSG00000147724	CCDS6375	uc003yuy.3
FAM136A	ENSG00000035141	CCDS1904, CCDS86849	uc002sgq.5
FAM149A	ENSG00000109794	CCDS34117	uc063bno.1
FAM149B1	ENSG00000138286	CCDS44435	uc009xqz.4
FAM151A	ENSG00000162391	CCDS594	uc001cxn.4
FAM151B	ENSG00000152380	CCDS4051	uc003kgv.3
FAM153A	ENSG00000170074	CCDS34305	uc010jkp.2
FAM153B	ENSG00000182230	CCDS43401	uc010jjy.2
FAM155A	ENSG00000204442	CCDS32006	uc001vql.4
FAM155B	ENSG00000130054	CCDS35317	uc004dxk.4
FAM156A	ENSG00000268350	CCDS35297	uc022bwy.2
FAM156B	ENSG00000179304	CCDS43957	uc064zir.1
FAM160A1	ENSG00000164142	CCDS47146	uc003imj.2
FAM160A2	ENSG00000051009	CCDS44530, CCDS7760	uc001mck.5
FAM160B1	ENSG00000151553	CCDS44480, CCDS31290	uc001lcb.4
FAM160B2	ENSG00000158863	CCDS6021	uc011kyx.3
FAM161A	ENSG00000170264	CCDS56120, CCDS42687	uc010ypo.3
FAM161B	ENSG00000156050	CCDS9822	uc001xpd.4
FAM162A	ENSG00000114023	CCDS43139	uc003eez.4
FAM162B	ENSG00000183807	CCDS43497	uc003pxi.2
FAM163A	ENSG00000143340	CCDS1333	uc001gnj.3
FAM163B	ENSG00000196990	CCDS35171	uc064wvy.1
FAM166A	ENSG00000188163	CCDS35186	uc004cmi.3
FAM166B	ENSG00000215187	CCDS47963, CCDS56572	uc010mkr.4
FAM166C	ENSG00000173557	CCDS82429, CCDS42661	uc010eyn.4
FAM167A	ENSG00000154319	CCDS5981	uc003wtw.3
FAM167B	ENSG00000183615	CCDS358	uc001buw.4
FAM168A	ENSG00000054965	CCDS41689, CCDS73346, CCDS66165	uc001oty.3
FAM168B	ENSG00000152102	CCDS42755	uc061nwc.1
FAM169A	ENSG00000198780	CCDS43330	uc003kdm.4
FAM169B	ENSG00000283597	CCDS45360	uc002buk.1
FAM170A	ENSG00000164334	CCDS43353, CCDS54889	uc003ksn.4
FAM170B	ENSG00000172538	CCDS53536	uc001jhj.4
FAM171A1	ENSG00000148468	CCDS31154	uc001iob.4
FAM171A2	ENSG00000161682	CCDS45701	uc002igs.3
FAM171B	ENSG00000144369	CCDS33347	uc002upt.4
FAM172A	ENSG00000113391	CCDS4069, CCDS54880, CCDS54879	uc010jbd.4
FAM174A	ENSG00000174132	CCDS4090	uc003knj.2
FAM174B	ENSG00000185442	CCDS45355	uc059nlk.1
FAM174C	ENSG00000228300	CCDS12060	uc002lrw.5
FAM177A1	ENSG00000151327	CCDS9653, CCDS41944	uc001wsq.4
FAM177B	ENSG00000197520	CCDS1535	uc057pqu.1
FAM178B	ENSG00000168754	CCDS46366, CCDS33252	uc002sxj.4
FAM180A	ENSG00000189320	CCDS5841	uc003vtd.4
FAM181A	ENSG00000140067	CCDS55939, CCDS9914	uc021say.2
FAM181B	ENSG00000182103	CCDS31648	uc001ozp.4
FAM183A	ENSG00000186973	CCDS44126	uc009vwo.4
FAM184A	ENSG00000111879	CCDS75508, CCDS43499, CCDS43500	uc003pyj.5
FAM184B	ENSG00000047662	CCDS47033	uc003gpm.5
FAM185A	ENSG00000222011	CCDS47676, CCDS47677	uc011klg.3
FAM186A	ENSG00000185958	CCDS44878	uc001rwl.3
FAM186B	ENSG00000135436	CCDS8788	uc001ruo.4
FAM187A	ENSG00000214447	CCDS86601	uc002iho.4
FAM187B	ENSG00000177558	CCDS12448	uc002nyk.2
FAM189A1	ENSG00000104059	CCDS45198	uc010azk.2
FAM189A2	ENSG00000135063	CCDS6629, CCDS87658	uc010mon.1
FAM189B	ENSG00000160767	CCDS1103, CCDS58035, CCDS1104	uc001fjm.4
FAM193A	ENSG00000125386	CCDS58875, CCDS58876, CCDS58874, CCDS33943	uc003gfd.4
FAM193B	ENSG00000146067	CCDS54954	uc003mhu.4
FAM199X	ENSG00000123575	CCDS35364	uc004elw.4
FAM200A	ENSG00000221909	CCDS5668	uc003ura.4
FAM200B	ENSG00000237765	CCDS47028	uc003gof.5
FAM204A	ENSG00000165669	CCDS7605	uc001ldo.3
FAM205A	ENSG00000205108	CCDS55305	uc011lor.3
FAM205C	ENSG00000187791	CCDS83358, CCDS83359	
FAM207A	ENSG00000160256	CCDS13718, CCDS82682	uc002zgl.4
FAM209A	ENSG00000124103	CCDS33493	uc002xxx.4
FAM209B	ENSG00000213714	CCDS33494	uc002xxz.5
FAM210A	ENSG00000177150	CCDS11866	uc010dli.4
FAM210B	ENSG00000124098	CCDS13450	uc002xxc.4
FAM214A	ENSG00000047346	CCDS66773, CCDS45263	uc002acg.6
FAM214B	ENSG00000005238	CCDS6578	uc064swj.1
FAM216A	ENSG00000204856	CCDS31899	uc001tqu.5
FAM216B	ENSG00000179813	CCDS9386	uc010tfk.3
FAM217A	ENSG00000145975	CCDS4489	uc003mvx.4
FAM217B	ENSG00000196227	CCDS13484	uc002yba.4
FAM219A	ENSG00000164970	CCDS55304, CCDS6556	uc003zuj.4
FAM219B	ENSG00000178761	CCDS32295	uc002azh.4
FAM220A	ENSG00000178397	CCDS34599	uc064bhn.1
FAM221A	ENSG00000188732	CCDS5385, CCDS47561, CCDS75570, CCDS47562	uc003swo.4
FAM221B	ENSG00000204930	CCDS43799	uc010mlc.3
FAM222A	ENSG00000139438	CCDS9133	uc001tpd.3
FAM222B	ENSG00000173065	CCDS45637, CCDS74022	uc010way.3
FAM227B	ENSG00000166262	CCDS81880, CCDS32237	uc001zxl.3
FAM228A	ENSG00000186453	CCDS42659	uc002rfc.3
FAM228B	ENSG00000219626	CCDS74491, CCDS77387	uc032ngu.2
FAM229A	ENSG00000225828	CCDS57985	uc021oku.1
FAM229B	ENSG00000203778	CCDS34513	uc003pvs.4
FAM234A	ENSG00000167930	CCDS10402	
FAM234B	ENSG00000084444	CCDS31750	
FAM236A	ENSG00000275520	CCDS87766, CCDS87765	uc064zyc.1
FAM236B	ENSG00000268994	CCDS87760	
FAM236C	ENSG00000283594	CCDS87763, CCDS87764	
FAM236D	ENSG00000225396	CCDS87762, CCDS87761	
FAM237A	ENSG00000235118	CCDS82560	
FAM240A	ENSG00000283473	CCDS82764	
FAM241A	ENSG00000174749	CCDS3695	uc003iah.3
FAM241B	ENSG00000171224	CCDS7295	uc001jpq.5
FAM243A	ENSG00000222018	CCDS63357	
FAN1	ENSG00000198690	CCDS32186, CCDS58344	uc001zff.4
FANCA	ENSG00000187741	CCDS42221, CCDS67099, CCDS32515, CCDS86554	uc002fou.2
FANCB	ENSG00000181544	CCDS14161	uc004cwh.2
FANCC	ENSG00000158169	CCDS35071, CCDS75861	uc004avh.4
FANCD2	ENSG00000144554	CCDS33696, CCDS2595	uc003buw.4
FANCD2OS	ENSG00000163705	CCDS2596	uc003buz.3
FANCE	ENSG00000112039	CCDS4805	uc003oko.2
FANCF	ENSG00000183161	CCDS7857	uc001mql.2
FANCG	ENSG00000221829	CCDS6574	uc003zwb.1
FANCI	ENSG00000140525	CCDS45346, CCDS10349	uc010bnp.2
FANCL	ENSG00000115392	CCDS1860, CCDS46294	uc002rzw.5
FANCM	ENSG00000187790	CCDS76677, CCDS32070, CCDS81802	uc001wwd.5
FANK1	ENSG00000203780	CCDS86155, CCDS31309	uc001ljh.5
FAP	ENSG00000078098	CCDS77480, CCDS33311	uc002ucd.3
FAR1	ENSG00000197601	CCDS7813	uc001mld.4
FAR2	ENSG00000064763	CCDS61084, CCDS8717	uc001ris.6
FARP1	ENSG00000152767	CCDS9487, CCDS32000, CCDS66572	uc001vnj.5
FARP2	ENSG00000006607	CCDS33424, CCDS63198, CCDS63197	uc002wbi.4
FARS2	ENSG00000145982	CCDS4494	uc010jnv.2
FARSA	ENSG00000179115	CCDS12287	uc002mvs.3
FARSB	ENSG00000116120	CCDS2454	uc002vne.2
FAS	ENSG00000026103	CCDS7395, CCDS7393, CCDS7394	uc001kfr.4
FASLG	ENSG00000117560	CCDS76243, CCDS1304	uc001gis.4
FASN	ENSG00000169710	CCDS11801	uc002kdu.5
FASTK	ENSG00000164896	CCDS5918, CCDS59088, CCDS5919	uc003wix.3
FASTKD1	ENSG00000138399	CCDS63051, CCDS33318	uc002uev.6
FASTKD2	ENSG00000118246	CCDS2371	uc002vbv.4
FASTKD3	ENSG00000124279	CCDS3873	uc003jeb.4
FASTKD5	ENSG00000215251	CCDS13048	uc002whz.5
FAT1	ENSG00000083857	CCDS47177	uc003izf.4
FAT2	ENSG00000086570	CCDS4317	uc003lue.5
FAT4	ENSG00000196159	CCDS3732	uc003ifj.5
FATE1	ENSG00000147378	CCDS14700	uc004fex.4
FAU	ENSG00000149806	CCDS8095	uc001ocx.4
FAXC	ENSG00000146267	CCDS34500	uc003ppj.5
FAXDC2	ENSG00000170271	CCDS43390	uc003lvs.5
FBF1	ENSG00000188878	CCDS45779	uc060kfj.1
FBH1	ENSG00000134452	CCDS7073, CCDS73064, CCDS7072	uc001iis.5
FBL	ENSG00000105202	CCDS12545	uc002omn.4
FBLIM1	ENSG00000162458	CCDS163, CCDS44064, CCDS30609	uc001axd.2
FBLL1	ENSG00000188573	CCDS87345	uc011dep.3
FBLN1	ENSG00000077942	CCDS14069, CCDS43028, CCDS14067, CCDS14068	uc003bgj.2
FBLN2	ENSG00000163520	CCDS46762, CCDS46761	uc011ava.3
FBLN5	ENSG00000140092	CCDS9898	uc001xzx.5
FBLN7	ENSG00000144152	CCDS46391, CCDS2095	uc002tho.2
FBN1	ENSG00000166147	CCDS32232	uc001zwx.3
FBN2	ENSG00000138829	CCDS34222	uc063gqk.1
FBN3	ENSG00000142449	CCDS12196	uc002mjf.4
FBP1	ENSG00000165140	CCDS6712	uc010mrl.4
FBP2	ENSG00000130957	CCDS6711	uc004auv.5
FBRS	ENSG00000156860	CCDS45462	uc002dzd.4
FBRSL1	ENSG00000112787	CCDS45010	uc001ukf.4
FBXL2	ENSG00000153558	CCDS2658	uc003cfp.4
FBXL3	ENSG00000005812	CCDS9457	uc001vkd.4
FBXL4	ENSG00000112234	CCDS5041	uc003ppg.3
FBXL5	ENSG00000118564	CCDS54745, CCDS3415	uc003goc.3
FBXL6	ENSG00000182325	CCDS47942, CCDS6422	uc003zcb.4
FBXL7	ENSG00000183580	CCDS64129, CCDS54833	uc003jfn.3
FBXL8	ENSG00000135722	CCDS10831	uc002erk.2
FBXL12	ENSG00000127452	CCDS82287, CCDS12218	uc002mme.3
FBXL13	ENSG00000161040	CCDS75649, CCDS5726, CCDS47678	uc003vaq.3
FBXL14	ENSG00000171823	CCDS8509	uc001qjh.3
FBXL15	ENSG00000107872	CCDS31273	uc001kvk.2
FBXL16	ENSG00000127585	CCDS10421	uc021taa.2
FBXL17	ENSG00000145743	CCDS54886	uc011cvc.3
FBXL18	ENSG00000155034	CCDS43546	uc003son.5
FBXL19	ENSG00000099364	CCDS73873, CCDS45465	uc002eab.2
FBXL20	ENSG00000108306	CCDS54116, CCDS32640	uc002hrt.4
FBXL22	ENSG00000197361	CCDS10187	uc002amn.5
FBXO2	ENSG00000116661	CCDS130	uc001asj.4
FBXO3	ENSG00000110429	CCDS7887, CCDS44566	uc001muz.4
FBXO4	ENSG00000151876	CCDS3938, CCDS3939, CCDS75238	uc003jmq.4
FBXO5	ENSG00000112029	CCDS47501, CCDS5242	uc003qpg.4
FBXO6	ENSG00000116663	CCDS133	uc001aso.4
FBXO7	ENSG00000100225	CCDS58806, CCDS46695, CCDS13907	uc003amq.4
FBXO8	ENSG00000164117	CCDS3820	uc003itp.4
FBXO9	ENSG00000112146	CCDS55024, CCDS55022, CCDS55023	uc063pbe.1
FBXO10	ENSG00000147912	CCDS47966	uc004aab.3
FBXO11	ENSG00000138081	CCDS54357, CCDS1837	uc010fbl.3
FBXO15	ENSG00000141665	CCDS45884	uc002llf.3
FBXO16	ENSG00000214050	CCDS6068, CCDS59099	uc003xgu.5
FBXO17	ENSG00000269190	CCDS12526	uc002okg.3
FBXO21	ENSG00000135108	CCDS9184, CCDS44989	uc001twk.4
FBXO22	ENSG00000167196	CCDS45310, CCDS10287	uc002bbk.4
FBXO24	ENSG00000106336	CCDS5699, CCDS55138, CCDS5698	uc011kjz.2
FBXO25	ENSG00000147364	CCDS5952, CCDS5953, CCDS5954	uc003wpb.3
FBXO27	ENSG00000161243	CCDS12527	uc002okh.5
FBXO28	ENSG00000143756	CCDS1539, CCDS44320	uc001hoh.3
FBXO30	ENSG00000118496	CCDS5208	uc003qla.4
FBXO31	ENSG00000103264	CCDS73922, CCDS32501	uc002fjw.5
FBXO32	ENSG00000156804	CCDS6345, CCDS56553	uc003yqr.4
FBXO33	ENSG00000165355	CCDS9677	uc001wvk.4
FBXO34	ENSG00000178974	CCDS32086	uc001xbu.4
FBXO36	ENSG00000153832	CCDS2472	uc002vqa.4
FBXO38	ENSG00000145868	CCDS4290, CCDS64285, CCDS43384	uc031slt.2
FBXO39	ENSG00000177294	CCDS11082	uc010vtg.3
FBXO40	ENSG00000163833	CCDS33835	uc003eeg.3
FBXO41	ENSG00000163013	CCDS46337	uc061kqf.1
FBXO42	ENSG00000037637	CCDS30613	uc001ayg.4
FBXO43	ENSG00000156509	CCDS47904	uc003yjd.4
FBXO44	ENSG00000132879	CCDS81261, CCDS131, CCDS132	uc001asl.3
FBXO45	ENSG00000174013	CCDS46985	uc010iai.4
FBXO46	ENSG00000177051	CCDS46116	uc002pcz.4
FBXO47	ENSG00000204952	CCDS32639	uc002hrc.2
FBXO48	ENSG00000204923	CCDS33213	uc002seo.5
FBXW2	ENSG00000119402	CCDS43872	uc004bkm.2
FBXW4	ENSG00000107829	CCDS31271	uc001kto.4
FBXW5	ENSG00000159069	CCDS7014	uc004cjx.4
FBXW7	ENSG00000109670	CCDS64082, CCDS3777, CCDS34078, CCDS3778	uc003imt.4
FBXW8	ENSG00000174989	CCDS44988, CCDS9182	uc001twg.2
FBXW9	ENSG00000132004	CCDS12278	uc002mum.2
FBXW10	ENSG00000171931	CCDS11199, CCDS58524	uc002guk.4
FBXW11	ENSG00000072803	CCDS47340, CCDS47341, CCDS34289	uc003mbl.2
FBXW12	ENSG00000164049	CCDS2764, CCDS54577, CCDS54578	uc003csr.3
FCAMR	ENSG00000162897	CCDS53468, CCDS41460	uc001hfb.3
FCAR	ENSG00000186431	CCDS12908, CCDS42623, CCDS12910, CCDS12907, CCDS12909, CCDS42624, CCDS42625, CCDS42622	uc002qhr.3
FCER1A	ENSG00000179639	CCDS1184	uc001ftq.4
FCER1G	ENSG00000158869	CCDS1225	uc001fyz.1
FCER2	ENSG00000104921	CCDS12184	uc002mhm.3
FCF1	ENSG00000119616	CCDS9832, CCDS81827	uc001xqh.4
FCGR1A	ENSG00000150337	CCDS933	uc001esp.5
FCGR1B	ENSG00000198019	CCDS72844, CCDS72845, CCDS72846	uc031upu.2
FCGR2A	ENSG00000143226	CCDS30922, CCDS44264	uc001gam.4
FCGR2B	ENSG00000072694	CCDS30925, CCDS30924, CCDS53414	uc001gaz.3
FCGR3A	ENSG00000203747	CCDS44266	uc009wui.4
FCGR3B	ENSG00000162747	CCDS72960, CCDS41433, CCDS72961	uc021pdo.2
FCGRT	ENSG00000104870	CCDS12770	uc002poe.3
FCHO1	ENSG00000130475	CCDS59366, CCDS32955, CCDS59365	uc060vlv.1
FCHO2	ENSG00000157107	CCDS54868, CCDS47230	uc003kcl.3
FCHSD1	ENSG00000197948	CCDS47295	uc003llk.3
FCHSD2	ENSG00000137478	CCDS8218	uc009ytl.4
FCMR	ENSG00000162894	CCDS53467, CCDS1473, CCDS44304	
FCN1	ENSG00000085265	CCDS6985	uc004cfi.4
FCN2	ENSG00000160339	CCDS6983	uc004cfg.1
FCN3	ENSG00000142748	CCDS300, CCDS301	uc001boa.4
FCRL1	ENSG00000163534	CCDS53382, CCDS1170, CCDS53383	uc001frg.4
FCRL2	ENSG00000132704	CCDS1168	uc001fre.3
